date,co2
1980/4/5,340.4
1980/4/12,340.9
1980/4/19,340.7
1980/4/26,341
1980/5/3,341.5
1980/5/10,341.3
1980/5/17,341.3
1980/5/24,340.9
1980/5/31,341.7
1980/6/7,341.3
1980/6/14,341.3
1980/6/21,340.8
1980/6/28,340.4
1980/7/5,340.4
1980/7/12,339.7
1980/7/19,338.5
1980/7/26,338.9
1980/8/2,337.9
1980/8/9,337.7
1980/8/16,337.7
1980/8/23,337.7
1980/8/30,337
1980/9/6,336.6
1980/9/13,335.7
1980/9/20,335.2
1980/9/27,336
1980/10/4,335.8
1980/10/11,335.8
1980/10/18,336.1
1980/10/25,336.4
1980/11/1,336.6
1980/11/8,336.9
1980/11/15,337.1
1980/11/22,337.3
1980/11/29,337.4
1980/12/6,337.7
1980/12/13,338.1
1980/12/20,338.3
1980/12/27,338.7
1981/1/3,338.9
1981/1/10,339.1
1981/1/17,339.3
1981/1/24,339.3
1981/1/31,339.5
1981/2/7,340.5
1981/2/14,340
1981/2/21,340.2
1981/2/28,341.1
1981/3/7,340.7
1981/3/14,341
1981/3/21,341.8
1981/3/28,342.1
1981/4/4,342.4
1981/4/11,342.4
1981/4/18,342.7
1981/4/25,342.3
1981/5/2,342.9
1981/5/9,343
1981/5/16,342.8
1981/5/23,342.7
1981/5/30,342.7
1981/6/6,342.6
1981/6/13,342.5
1981/6/20,341.8
1981/6/27,341.6
1981/7/4,341
1981/7/11,340.8
1981/7/18,339.7
1981/7/25,340.2
1981/8/1,339.5
1981/8/8,338.9
1981/8/15,338.4
1981/8/22,337.5
1981/8/29,337.7
1981/9/5,337.2
1981/9/12,337
1981/9/19,336.7
1981/9/26,335.9
1981/10/3,336.3
1981/10/10,336.6
1981/10/17,337.1
1981/10/24,337.2
1981/10/31,337.5
1981/11/7,337.8
1981/11/14,338.1
1981/11/21,338.5
1981/11/28,339.3
1981/12/5,339.2
1981/12/12,339.4
1981/12/19,339.6
1981/12/26,340.2
1982/1/2,340.2
1982/1/9,340.3
1982/1/16,340.7
1982/1/23,341.1
1982/1/30,341.2
1982/2/6,341.9
1982/2/13,341.1
1982/2/20,341.1
1982/2/27,342.1
1982/3/6,342.6
1982/3/13,342.6
1982/3/20,342.7
1982/3/27,342.8
1982/4/3,342.9
1982/4/10,343.3
1982/4/17,343.5
1982/4/24,344.2
1982/5/1,343.8
1982/5/8,343.6
1982/5/15,344.2
1982/5/22,344.1
1982/5/29,344.1
1982/6/5,343.4
1982/6/12,343.5
1982/6/19,343.4
1982/6/26,342.9
1982/7/3,342.5
1982/7/10,342
1982/7/17,342
1982/7/24,341.8
1982/7/31,341.3
1982/8/7,340.5
1982/8/14,340
1982/8/21,339.7
1982/8/28,338.3
1982/9/4,338.8
1982/9/11,338.6
1982/9/18,337.8
1982/9/25,336.9
1982/10/2,337.3
1982/10/9,338
1982/10/16,337.6
1982/10/23,337.9
1982/10/30,338.7
1982/11/6,338.4
1982/11/13,339.2
1982/11/20,339.7
1982/11/27,339.8
1982/12/4,339.8
1982/12/11,340.4
1982/12/18,340.7
1982/12/25,340.8
1983/1/1,340.9
1983/1/8,341.4
1983/1/15,341.5
1983/1/22,341.2
1983/1/29,341.7
1983/2/5,342
1983/2/12,342.7
1983/2/19,342.5
1983/2/26,342.8
1983/3/5,342.3
1983/3/12,342.5
1983/3/19,344
1983/3/26,343.8
1983/4/2,344
1983/4/9,344.8
1983/4/16,345
1983/4/23,345.3
1983/4/30,345.4
1983/5/7,345.4
1983/5/14,345.7
1983/5/21,345.8
1983/5/28,345.7
1983/6/4,345.6
1983/6/11,345.6
1983/6/18,345
1983/6/25,344.9
1983/7/2,344.7
1983/7/9,344.5
1983/7/16,343.7
1983/7/23,343.6
1983/7/30,342.6
1983/8/6,343
1983/8/13,341.7
1983/8/20,342.1
1983/8/27,341.8
1983/9/3,339.9
1983/9/10,339.9
1983/9/17,339.8
1983/9/24,339.9
1983/10/1,339.8
1983/10/8,339.7
1983/10/15,340.1
1983/10/22,340.2
1983/10/29,340.3
1983/11/5,340.8
1983/11/12,341
1983/11/19,341.1
1983/11/26,341.7
1983/12/3,341.8
1983/12/10,342.8
1983/12/17,343.3
1983/12/24,343.6
1983/12/31,343.4
1984/1/7,343.7
1984/1/14,343.4
1984/1/21,343.5
1984/1/28,344.1
1984/2/4,344.3
1984/2/11,344.5
1984/2/18,344.3
1984/2/25,344.6
1984/3/3,344.8
1984/3/10,344.9
1984/3/17,345.4
1984/3/24,345.6
1984/3/31,
1984/4/7,
1984/4/14,
1984/4/21,
1984/4/28,347.4
1984/5/5,347.4
1984/5/12,347.7
1984/5/19,347.3
1984/5/26,347
1984/6/2,347
1984/6/9,347
1984/6/16,346.8
1984/6/23,346.3
1984/6/30,346.2
1984/7/7,345.8
1984/7/14,345.4
1984/7/21,345.2
1984/7/28,344.4
1984/8/4,344
1984/8/11,344.1
1984/8/18,343.1
1984/8/25,342
1984/9/1,341.6
1984/9/8,340.6
1984/9/15,341.3
1984/9/22,341.3
1984/9/29,340.8
1984/10/6,341.1
1984/10/13,341.3
1984/10/20,341.9
1984/10/27,341.6
1984/11/3,342
1984/11/10,342.6
1984/11/17,343.1
1984/11/24,343.7
1984/12/1,343.6
1984/12/8,343.9
1984/12/15,344.2
1984/12/22,344.5
1984/12/29,344.5
1985/1/5,344.7
1985/1/12,345
1985/1/19,345
1985/1/26,345
1985/2/2,345.9
1985/2/9,345.5
1985/2/16,345.8
1985/2/23,346.3
1985/3/2,346.7
1985/3/9,347.1
1985/3/16,347.5
1985/3/23,347.7
1985/3/30,348.2
1985/4/6,348
1985/4/13,348
1985/4/20,348.5
1985/4/27,348.8
1985/5/4,348.8
1985/5/11,349.3
1985/5/18,349.1
1985/5/25,348.1
1985/6/1,349
1985/6/8,348.4
1985/6/15,348.2
1985/6/22,347.9
1985/6/29,347.4
1985/7/6,346.9
1985/7/13,346.8
1985/7/20,346.4
1985/7/27,345.7
1985/8/3,
1985/8/10,344.7
1985/8/17,344.5
1985/8/24,344.3
1985/8/31,343.7
1985/9/7,344.2
1985/9/14,343.3
1985/9/21,342.4
1985/9/28,342.1
1985/10/5,342.4
1985/10/12,342.5
1985/10/19,343.1
1985/10/26,343.2
1985/11/2,343.3
1985/11/9,343.7
1985/11/16,344.2
1985/11/23,344.6
1985/11/30,345.3
1985/12/7,345.3
1985/12/14,345.6
1985/12/21,345.1
1985/12/28,346.3
1986/1/4,346.4
1986/1/11,346
1986/1/18,346.2
1986/1/25,346.4
1986/2/1,346.2
1986/2/8,346.8
1986/2/15,347.1
1986/2/22,347.2
1986/3/1,347
1986/3/8,346.6
1986/3/15,347.2
1986/3/22,349.1
1986/3/29,348.8
1986/4/5,349.2
1986/4/12,349.4
1986/4/19,349.3
1986/4/26,350.2
1986/5/3,349.9
1986/5/10,350.1
1986/5/17,350.2
1986/5/24,350.1
1986/5/31,350.1
1986/6/7,349.7
1986/6/14,349.5
1986/6/21,349.4
1986/6/28,348.9
1986/7/5,348.6
1986/7/12,347.7
1986/7/19,347.6
1986/7/26,347.4
1986/8/2,346.6
1986/8/9,346.2
1986/8/16,345.5
1986/8/23,345.6
1986/8/30,345.2
1986/9/6,345
1986/9/13,345.3
1986/9/20,344.4
1986/9/27,344.5
1986/10/4,343.9
1986/10/11,344.1
1986/10/18,343.9
1986/10/25,344.5
1986/11/1,345.1
1986/11/8,345.3
1986/11/15,345.6
1986/11/22,345.7
1986/11/29,346.4
1986/12/6,346.9
1986/12/13,346.7
1986/12/20,346.9
1986/12/27,347
1987/1/3,347.6
1987/1/10,348.3
1987/1/17,348.2
1987/1/24,347.9
1987/1/31,348
1987/2/7,347.9
1987/2/14,348.2
1987/2/21,348.5
1987/2/28,349.4
1987/3/7,348.8
1987/3/14,349.2
1987/3/21,349.7
1987/3/28,350.2
1987/4/4,350.8
1987/4/11,350.2
1987/4/18,351.1
1987/4/25,351.3
1987/5/2,351.4
1987/5/9,352
1987/5/16,351.7
1987/5/23,351.9
1987/5/30,351.7
1987/6/6,351.6
1987/6/13,351.1
1987/6/20,351
1987/6/27,350.9
1987/7/4,349.7
1987/7/11,349.8
1987/7/18,348.8
1987/7/25,349.5
1987/8/1,349
1987/8/8,348.1
1987/8/15,348.6
1987/8/22,348
1987/8/29,346.7
1987/9/5,347
1987/9/12,346.6
1987/9/19,346.2
1987/9/26,345.8
1987/10/3,345.7
1987/10/10,346.3
1987/10/17,346.5
1987/10/24,346.8
1987/10/31,346.9
1987/11/7,347.3
1987/11/14,347.6
1987/11/21,348.1
1987/11/28,348.7
1987/12/5,348.6
1987/12/12,348.8
1987/12/19,349.1
1987/12/26,349.2
1988/1/2,349.7
1988/1/9,350.2
1988/1/16,350.2
1988/1/23,350.7
1988/1/30,351.2
1988/2/6,351.8
1988/2/13,351.3
1988/2/20,351.5
1988/2/27,352.5
1988/3/5,352.8
1988/3/12,351.8
1988/3/19,351.7
1988/3/26,352.2
1988/4/2,353.1
1988/4/9,353.5
1988/4/16,353.1
1988/4/23,354
1988/4/30,354.2
1988/5/7,353.7
1988/5/14,354.3
1988/5/21,354.5
1988/5/28,354.2
1988/6/4,354.1
1988/6/11,354.2
1988/6/18,353.6
1988/6/25,353.1
1988/7/2,353
1988/7/9,352.5
1988/7/16,352.6
1988/7/23,351.9
1988/7/30,351.1
1988/8/6,350.9
1988/8/13,350.3
1988/8/20,350.4
1988/8/27,349.6
1988/9/3,349.3
1988/9/10,348.7
1988/9/17,348.9
1988/9/24,348.1
1988/10/1,348.8
1988/10/8,348.8
1988/10/15,348.6
1988/10/22,349.4
1988/10/29,349.2
1988/11/5,349.7
1988/11/12,349.8
1988/11/19,350.1
1988/11/26,350.4
1988/12/3,350.5
1988/12/10,351
1988/12/17,351.6
1988/12/24,351.3
1988/12/31,352.4
1989/1/7,352.7
1989/1/14,352.9
1989/1/21,352.5
1989/1/28,353
1989/2/4,352.8
1989/2/11,352.6
1989/2/18,353.2
1989/2/25,353.4
1989/3/4,353.1
1989/3/11,353.4
1989/3/18,353.5
1989/3/25,354.4
1989/4/1,354.5
1989/4/8,355
1989/4/15,355.4
1989/4/22,356
1989/4/29,355.9
1989/5/6,355.3
1989/5/13,355.8
1989/5/20,355.6
1989/5/27,355.7
1989/6/3,355.8
1989/6/10,355
1989/6/17,354.8
1989/6/24,354.9
1989/7/1,354.5
1989/7/8,354.7
1989/7/15,353.8
1989/7/22,353.1
1989/7/29,353.2
1989/8/5,352.6
1989/8/12,352.2
1989/8/19,351.1
1989/8/26,350.4
1989/9/2,350.7
1989/9/9,350.2
1989/9/16,349.4
1989/9/23,349.3
1989/9/30,349.7
1989/10/7,349.9
1989/10/14,349.7
1989/10/21,350.2
1989/10/28,350.4
1989/11/4,350.6
1989/11/11,351.2
1989/11/18,351.6
1989/11/25,351.4
1989/12/2,352
1989/12/9,352.1
1989/12/16,352.4
1989/12/23,352.5
1989/12/30,353.4
1990/1/6,353.4
1990/1/13,353.5
1990/1/20,353.8
1990/1/27,353.9
1990/2/3,354.1
1990/2/10,355
1990/2/17,354.8
1990/2/24,354.7
1990/3/3,355.7
1990/3/10,354.9
1990/3/17,355.8
1990/3/24,355.1
1990/3/31,355.9
1990/4/7,356.1
1990/4/14,355.9
1990/4/21,356.6
1990/4/28,356.1
1990/5/5,357.3
1990/5/12,357
1990/5/19,356.9
1990/5/26,357.1
1990/6/2,357
1990/6/9,356.6
1990/6/16,355.6
1990/6/23,355.5
1990/6/30,355.7
1990/7/7,355.5
1990/7/14,354
1990/7/21,354.5
1990/7/28,354.7
1990/8/4,353.5
1990/8/11,353.2
1990/8/18,352.9
1990/8/25,352
1990/9/1,350.9
1990/9/8,350.7
1990/9/15,351.3
1990/9/22,350.9
1990/9/29,350.9
1990/10/6,351.1
1990/10/13,351
1990/10/20,351.4
1990/10/27,351.4
1990/11/3,352.1
1990/11/10,352.6
1990/11/17,353
1990/11/24,353.1
1990/12/1,353.6
1990/12/8,354
1990/12/15,353.8
1990/12/22,354.5
1990/12/29,354.8
1991/1/5,354.2
1991/1/12,354.7
1991/1/19,354.8
1991/1/26,355
1991/2/2,355.2
1991/2/9,355.2
1991/2/16,356.4
1991/2/23,355.8
1991/3/2,356.4
1991/3/9,357.2
1991/3/16,357.6
1991/3/23,356.9
1991/3/30,357.9
1991/4/6,358.3
1991/4/13,357.8
1991/4/20,359.1
1991/4/27,359.2
1991/5/4,359.1
1991/5/11,358.9
1991/5/18,360
1991/5/25,359
1991/6/1,358.5
1991/6/8,358.4
1991/6/15,358.2
1991/6/22,358.1
1991/6/29,357.7
1991/7/6,357.2
1991/7/13,356.5
1991/7/20,355.2
1991/7/27,355.3
1991/8/3,354.8
1991/8/10,354.6
1991/8/17,353.7
1991/8/24,353
1991/8/31,353.2
1991/9/7,353
1991/9/14,352.1
1991/9/21,351.8
1991/9/28,351.6
1991/10/5,351.7
1991/10/12,352.1
1991/10/19,352.5
1991/10/26,352.7
1991/11/2,353.4
1991/11/9,353.7
1991/11/16,353.5
1991/11/23,353.8
1991/11/30,354.3
1991/12/7,354.5
1991/12/14,354.9
1991/12/21,355.2
1991/12/28,355.5
1992/1/4,355.6
1992/1/11,356
1992/1/18,356.1
1992/1/25,355.9
1992/2/1,356
1992/2/8,356.7
1992/2/15,357.3
1992/2/22,356.9
1992/2/29,356.5
1992/3/7,357.3
1992/3/14,357.8
1992/3/21,358.1
1992/3/28,358.4
1992/4/4,358.5
1992/4/11,358.9
1992/4/18,359.7
1992/4/25,359.2
1992/5/2,359.6
1992/5/9,359.7
1992/5/16,358.6
1992/5/23,359.6
1992/5/30,360.2
1992/6/6,360
1992/6/13,359.4
1992/6/20,358.7
1992/6/27,358.4
1992/7/4,358.4
1992/7/11,357.2
1992/7/18,356.3
1992/7/25,356.1
1992/8/1,354.9
1992/8/8,355.3
1992/8/15,355.3
1992/8/22,354.5
1992/8/29,354.3
1992/9/5,353.5
1992/9/12,353.6
1992/9/19,352.3
1992/9/26,352.7
1992/10/3,353.6
1992/10/10,353.3
1992/10/17,353.2
1992/10/24,353.5
1992/10/31,353.5
1992/11/7,353.9
1992/11/14,353.8
1992/11/21,354.5
1992/11/28,354.6
1992/12/5,354.8
1992/12/12,355.3
1992/12/19,355.4
1992/12/26,355.9
1993/1/2,356.2
1993/1/9,356.9
1993/1/16,356.7
1993/1/23,356.6
1993/1/30,357
1993/2/6,356.6
1993/2/13,357.2
1993/2/20,357.3
1993/2/27,357.6
1993/3/6,358.3
1993/3/13,358.5
1993/3/20,358.1
1993/3/27,358.8
1993/4/3,359.1
1993/4/10,358.8
1993/4/17,359.4
1993/4/24,360
1993/5/1,359.6
1993/5/8,359.7
1993/5/15,360.7
1993/5/22,360.6
1993/5/29,360.3
1993/6/5,359.7
1993/6/12,359.9
1993/6/19,359.3
1993/6/26,359.1
1993/7/3,357.9
1993/7/10,358
1993/7/17,358.1
1993/7/24,356.6
1993/7/31,356.5
1993/8/7,355.8
1993/8/14,355.9
1993/8/21,354.9
1993/8/28,354.7
1993/9/4,354.3
1993/9/11,353.2
1993/9/18,353.8
1993/9/25,353.8
1993/10/2,353.8
1993/10/9,353.8
1993/10/16,354
1993/10/23,354.4
1993/10/30,354.3
1993/11/6,354.7
1993/11/13,355.1
1993/11/20,355.6
1993/11/27,356
1993/12/4,356.2
1993/12/11,356.5
1993/12/18,356.9
1993/12/25,357.5
1994/1/1,358.1
1994/1/8,358.1
1994/1/15,358.4
1994/1/22,358.3
1994/1/29,358.7
1994/2/5,358.4
1994/2/12,358.6
1994/2/19,359
1994/2/26,359.6
1994/3/5,358.7
1994/3/12,359.8
1994/3/19,360.4
1994/3/26,360.8
1994/4/2,360.6
1994/4/9,361
1994/4/16,361
1994/4/23,361.3
1994/4/30,362.2
1994/5/7,361.6
1994/5/14,361.4
1994/5/21,361.7
1994/5/28,361.9
1994/6/4,361
1994/6/11,361
1994/6/18,360.9
1994/6/25,360.7
1994/7/2,360.2
1994/7/9,359.9
1994/7/16,359.4
1994/7/23,359
1994/7/30,358.8
1994/8/6,358.1
1994/8/13,357.5
1994/8/20,357.6
1994/8/27,356.3
1994/9/3,356.4
1994/9/10,356.4
1994/9/17,355.4
1994/9/24,355.5
1994/10/1,355.4
1994/10/8,355.8
1994/10/15,356
1994/10/22,356.3
1994/10/29,356.6
1994/11/5,356.9
1994/11/12,357.4
1994/11/19,357.9
1994/11/26,358.1
1994/12/3,358.4
1994/12/10,359.1
1994/12/17,359.2
1994/12/24,359.1
1994/12/31,359.5
1995/1/7,359.6
1995/1/14,360.2
1995/1/21,360.1
1995/1/28,360
1995/2/4,360.6
1995/2/11,361
1995/2/18,360.8
1995/2/25,361.3
1995/3/4,362.2
1995/3/11,361.2
1995/3/18,360.9
1995/3/25,362
1995/4/1,363.8
1995/4/8,363.4
1995/4/15,363.3
1995/4/22,362.8
1995/4/29,363.5
1995/5/6,363.2
1995/5/13,364.1
1995/5/20,364.1
1995/5/27,363.4
1995/6/3,363.9
1995/6/10,363.4
1995/6/17,362.9
1995/6/24,362.8
1995/7/1,362.5
1995/7/8,362.2
1995/7/15,361.9
1995/7/22,361.5
1995/7/29,360.9
1995/8/5,360.4
1995/8/12,359.2
1995/8/19,358.7
1995/8/26,359.2
1995/9/2,357.3
1995/9/9,358.5
1995/9/16,358.5
1995/9/23,358.2
1995/9/30,357.5
1995/10/7,357.6
1995/10/14,357.6
1995/10/21,358
1995/10/28,358.2
1995/11/4,359.1
1995/11/11,359.4
1995/11/18,359.6
1995/11/25,359.8
1995/12/2,360.1
1995/12/9,360.4
1995/12/16,360.5
1995/12/23,360.8
1995/12/30,361.7
1996/1/6,361.8
1996/1/13,362
1996/1/20,362.1
1996/1/27,362.2
1996/2/3,362.6
1996/2/10,363.1
1996/2/17,363
1996/2/24,364
1996/3/2,363.8
1996/3/9,363.6
1996/3/16,364.1
1996/3/23,364.5
1996/3/30,364.3
1996/4/6,364.5
1996/4/13,364.8
1996/4/20,364.4
1996/4/27,365.1
1996/5/4,364.9
1996/5/11,365.3
1996/5/18,365.7
1996/5/25,365.4
1996/6/1,364.8
1996/6/8,365.1
1996/6/15,365.2
1996/6/22,365
1996/6/29,364.3
1996/7/6,364.1
1996/7/13,363.7
1996/7/20,363.3
1996/7/27,362.8
1996/8/3,361.7
1996/8/10,362.1
1996/8/17,361.2
1996/8/24,360.8
1996/8/31,360.8
1996/9/7,359.8
1996/9/14,359.8
1996/9/21,359
1996/9/28,359
1996/10/5,359.4
1996/10/12,359.5
1996/10/19,359.8
1996/10/26,359.8
1996/11/2,359.9
1996/11/9,360.5
1996/11/16,360.7
1996/11/23,361.2
1996/11/30,361.4
1996/12/7,361.9
1996/12/14,362.6
1996/12/21,362.4
1996/12/28,362.6
1997/1/4,362.9
1997/1/11,363
1997/1/18,363.1
1997/1/25,363.5
1997/2/1,363.2
1997/2/8,364.1
1997/2/15,364
1997/2/22,364.2
1997/3/1,364.5
1997/3/8,364.1
1997/3/15,364.1
1997/3/22,364.7
1997/3/29,365.4
1997/4/5,365.8
1997/4/12,366.2
1997/4/19,366.6
1997/4/26,366.7
1997/5/3,366.7
1997/5/10,366.8
1997/5/17,367
1997/5/24,366.6
1997/5/31,366.3
1997/6/7,365.7
1997/6/14,365.6
1997/6/21,365.5
1997/6/28,365.1
1997/7/5,365
1997/7/12,364.6
1997/7/19,364.1
1997/7/26,363.8
1997/8/2,363.3
1997/8/9,363.3
1997/8/16,362.6
1997/8/23,361.5
1997/8/30,361.6
1997/9/6,360.6
1997/9/13,360.2
1997/9/20,360
1997/9/27,359.8
1997/10/4,360.5
1997/10/11,360.4
1997/10/18,361
1997/10/25,361.1
1997/11/1,361.7
1997/11/8,362.1
1997/11/15,362
1997/11/22,362.6
1997/11/29,363.5
1997/12/6,363.9
1997/12/13,363.9
1997/12/20,364.2
1997/12/27,365
1998/1/3,365.2
1998/1/10,365.3
1998/1/17,365.3
1998/1/24,365.3
1998/1/31,365.6
1998/2/7,366
1998/2/14,365.5
1998/2/21,366
1998/2/28,367.3
1998/3/7,367
1998/3/14,366.6
1998/3/21,367.4
1998/3/28,368.5
1998/4/4,368.6
1998/4/11,368.6
1998/4/18,368
1998/4/25,368.9
1998/5/2,369.1
1998/5/9,368.8
1998/5/16,368.5
1998/5/23,369.6
1998/5/30,369.7
1998/6/6,369.4
1998/6/13,368.8
1998/6/20,368.5
1998/6/27,368.3
1998/7/4,368
1998/7/11,367.5
1998/7/18,367.6
1998/7/25,367.3
1998/8/1,366.8
1998/8/8,366.4
1998/8/15,365.6
1998/8/22,365.6
1998/8/29,364.2
1998/9/5,364.7
1998/9/12,363.9
1998/9/19,363.5
1998/9/26,363.6
1998/10/3,364
1998/10/10,364.1
1998/10/17,364.4
1998/10/24,364.4
1998/10/31,364.7
1998/11/7,365
1998/11/14,365.4
1998/11/21,365.8
1998/11/28,366
1998/12/5,366.4
1998/12/12,366.7
1998/12/19,367.3
1998/12/26,367.3
1999/1/2,367.5
1999/1/9,367.8
1999/1/16,367.8
1999/1/23,368.3
1999/1/30,369.2
1999/2/6,369.1
1999/2/13,368.8
1999/2/20,369
1999/2/27,368.5
1999/3/6,368.1
1999/3/13,369.5
1999/3/20,370.2
1999/3/27,370.6
1999/4/3,371.1
1999/4/10,371.5
1999/4/17,371
1999/4/24,370.3
1999/5/1,370.8
1999/5/8,371.3
1999/5/15,371
1999/5/22,370.8
1999/5/29,370.3
1999/6/5,370.9
1999/6/12,370.3
1999/6/19,369.9
1999/6/26,369.9
1999/7/3,369.4
1999/7/10,370.1
1999/7/17,369.5
1999/7/24,368.6
1999/7/31,367.4
1999/8/7,367.6
1999/8/14,366.7
1999/8/21,366.4
1999/8/28,366.1
1999/9/4,364.1
1999/9/11,364.7
1999/9/18,365.2
1999/9/25,364.7
1999/10/2,364.5
1999/10/9,365
1999/10/16,364.9
1999/10/23,365.6
1999/10/30,365.7
1999/11/6,366.2
1999/11/13,366.7
1999/11/20,366.6
1999/11/27,367.1
1999/12/4,367.4
1999/12/11,368
1999/12/18,368
1999/12/25,368.2
2000/1/1,368.6
2000/1/8,368.5
2000/1/15,369
2000/1/22,369.8
2000/1/29,369.2
2000/2/5,369.1
2000/2/12,369.6
2000/2/19,369.3
2000/2/26,369.5
2000/3/4,370
2000/3/11,370
2000/3/18,370.9
2000/3/25,370.7
2000/4/1,370.9
2000/4/8,371.7
2000/4/15,371.8
2000/4/22,372
2000/4/29,371.3
2000/5/6,371.2
2000/5/13,371.7
2000/5/20,371.9
2000/5/27,371.8
2000/6/3,371.9
2000/6/10,371.6
2000/6/17,371.7
2000/6/24,371.3
2000/7/1,370.8
2000/7/8,370
2000/7/15,370.2
2000/7/22,369.7
2000/7/29,369
2000/8/5,368.7
2000/8/12,368.3
2000/8/19,367.7
2000/8/26,367.1
2000/9/2,367.2
2000/9/9,366.7
2000/9/16,366.2
2000/9/23,366.2
2000/9/30,366.4
2000/10/7,366.3
2000/10/14,366.6
2000/10/21,366.7
2000/10/28,367.3
2000/11/4,367.6
2000/11/11,368
2000/11/18,368.6
2000/11/25,368.3
2000/12/2,369
2000/12/9,369.6
2000/12/16,369.3
2000/12/23,369.5
2000/12/30,369.8
2001/1/6,369.8
2001/1/13,370.2
2001/1/20,369.9
2001/1/27,370.8
2001/2/3,371.3
2001/2/10,371.1
2001/2/17,371.7
2001/2/24,371.2
2001/3/3,372.2
2001/3/10,372.2
2001/3/17,372.1
2001/3/24,371.8
2001/3/31,372
2001/4/7,372.7
2001/4/14,372.7
2001/4/21,373
2001/4/28,372.7
2001/5/5,373.7
2001/5/12,373.9
2001/5/19,373.7
2001/5/26,373.9
2001/6/2,373.8
2001/6/9,373.1
2001/6/16,372.8
2001/6/23,372.9
2001/6/30,372.7
2001/7/7,372.1
2001/7/14,371.3
2001/7/21,371.2
2001/7/28,370.6
2001/8/4,369.9
2001/8/11,369.5
2001/8/18,369.3
2001/8/25,369
2001/9/1,368.4
2001/9/8,368.2
2001/9/15,368
2001/9/22,367.4
2001/9/29,367.4
2001/10/6,367.8
2001/10/13,367.6
2001/10/20,368.1
2001/10/27,368.7
2001/11/3,368.7
2001/11/10,368.8
2001/11/17,369.7
2001/11/24,370.3
2001/12/1,370.3
2001/12/8,370.8
2001/12/15,371.2
2001/12/22,371.3
2001/12/29,371.5
